LAMMPS data file via write_data, version 4 Feb 2025, timestep = 0, units = metal

224 atoms
3 atom types
128 bonds
1 bond types
192 angles
1 angle types

0 14.6444636765957 xlo xhi
0 14.6444636765957 ylo yhi
0 14.6444636765957 zlo zhi

Masses

1 6.94
2 32.06
3 15.999

Atoms # full

9 1 1 1 6.117211611983429 4.878806090986463 1.1539098725771388 0 0 0
201 1 3 -0.8 4.512623658171105 3.0342657760062415 1.1937223979368432 0 0 0
43 1 1 1 1.6326021424998474 2.22401590611375 4.937475682986337 0 1 0
133 1 3 -0.8 6.145511346813863 3.935503907843719 4.824384708636145 0 0 0
187 1 3 -0.8 3.8243785816578453 13.825980246113764 4.775408720745973 0 0 0
49 1 1 1 5.5133179701383686 1.705130785424496 2.116922111743357 0 0 0
153 1 3 -0.8 14.20730518906293 2.7762859299018836 4.7513349811070364 -1 0 0
209 1 3 -0.8 4.466380455027879 3.4030622576905043 6.819183094175856 0 0 0
149 1 3 -0.8 0.876197437290866 4.832739326411125 4.3654965793124605 1 0 0
1 1 1 1 2.11926825240357 0.6326514904833794 1.307737496765388 0 0 0
58 1 1 1 4.981699037177462 5.786800626446786 5.298515104759869 0 0 0
163 1 3 -0.8 2.5736423765043583 6.8433745558092305 2.2975954855979186 0 0 0
83 1 2 1.2 3.1247320713864215 7.226040862787685 3.5475028198146368 0 0 0
81 1 2 1.2 3.763713440092743 0.3163568430092806 3.81860077764714 0 0 0
161 1 3 -0.8 4.985096546346438 1.0949181615144845 3.8468246241352344 0 0 0
194 1 3 -0.8 2.1037857563802906 3.3134487668693255 6.591032048132408 0 0 0
25 1 1 1 1.723031157503212 5.228348082188698 1.7354667183097994 0 0 0
169 1 3 -0.8 2.019732756622097 7.527776576157015 4.587402264134251 0 0 0
125 1 3 -0.8 6.966500313714166 7.562037834592692 8.434396199705734 0 0 0
118 1 3 -0.8 0.5106601337272325 14.362967484211538 1.6452622057874717 1 -1 1
90 1 2 1.2 3.1688620256727726 4.016723023284651 7.220545220812069 0 0 0
217 1 3 -0.8 3.181987214736295 5.441359285634502 6.66743438105342 0 0 0
39 1 1 1 5.257864601297539 2.4056739970328334 5.697261031057949 0 0 0
10 1 1 1 1.6638024716254138 5.87594695170788 5.543350694019079 0 0 0
77 1 2 1.2 7.1720016544163645 4.080085679333099 3.7695421585544073 0 0 0
157 1 3 -0.8 6.515410933853742 3.973775552519909 2.4603981420940015 0 0 0
129 1 3 -0.8 13.129919974695122 4.752077012834603 3.7611358770779773 -1 0 0
108 1 3 -0.8 6.910908298362637 1.9526782539693663 6.94963538924053 0 1 0
107 1 3 -0.8 6.366589666634106 0.5647843712192587 1.3041515581030232 0 1 0
89 1 2 1.2 3.6065757369954787 3.093138250526655 0.013770025820896238 0 0 0
73 1 2 1.2 14.355141705418902 3.987457698766787 3.8247361262839763 -1 0 0
68 1 2 1.2 14.088992451579571 7.49569522680943 7.402330229121968 -1 0 0
119 1 3 -0.8 14.61975287646139 7.279539854241175 5.9967369774691015 0 0 0
137 1 3 -0.8 7.854470385041547 5.413717638616344 3.83053434967312 0 0 0
17 1 1 1 9.1643047400305 2.548624698778436 5.335172879682561 0 0 0
141 1 3 -0.8 14.597999236272287 3.528290712883134 2.4522727410906118 0 0 0
145 1 3 -0.8 8.232705846490864 2.948976343327436 3.849787048580045 0 0 0
21 1 1 1 12.872823463308736 1.4818524284276295 5.12313045293866 0 0 0
29 1 1 1 7.681756689751713 7.002238111934424 3.1751027036209774 0 0 0
45 1 1 1 12.400734687780348 5.352154748283993 5.35848676607572 0 0 0
53 1 1 1 13.042638533231052 1.8977111260786477 1.3304754760228268 0 0 0
205 1 3 -0.8 11.693659007778741 2.8015039843634586 0.19320653762741347 0 0 0
175 1 3 -0.8 11.82862129695988 1.0119610022759287 2.1446363914432993 0 1 0
61 1 1 1 9.114395656390155 2.1624862349252987 2.475823776280925 0 0 0
94 1 2 1.2 10.95403117647435 2.9222091351603194 7.151631874190092 0 0 0
206 1 3 -0.8 11.586131100080372 2.309352387887079 8.434283183033074 0 0 0
30 1 1 1 10.49939037395943 7.439807377433816 0.3489449565819399 0 0 1
221 1 3 -0.8 11.04023967711382 1.9644727343033923 6.069730524946511 0 0 0
173 1 3 -0.8 11.835846798906282 7.247616121448132 2.640633985595775 0 0 0
85 1 2 1.2 11.182389730001447 14.57866742451069 2.842621186748938 0 -1 0
123 1 3 -0.8 14.300862840542734 0.3303277801065499 5.852268657736434 -1 1 0
183 1 3 -0.8 11.019723903735413 6.533618498148103 4.832635926909384 0 0 0
167 1 3 -0.8 11.525995149719591 8.806579156643492 4.495916187581086 0 0 0
181 1 3 -0.8 11.613726605812982 14.632119180733623 4.289496752411224 0 -1 0
15 1 1 1 12.326590758630621 5.83735239790396 1.921271800877727 0 0 0
126 1 3 -0.8 6.905879657558283 5.706114100125182 13.920109272219053 0 0 0
122 1 3 -0.8 13.736078527532793 7.335651910802106 13.760342047853957 -1 0 0
106 1 3 -0.8 6.1310398058217315 7.8751822727647784 6.083840868966568 0 0 0
214 1 3 -0.8 11.389077147617638 5.0167959923750995 0.6726330766156483 0 0 1
35 1 1 1 2.5628784073211808 12.431539857715617 4.807917451266436 0 0 0
179 1 3 -0.8 3.921967323884736 6.162872559771265 4.11468709450566 0 0 0
117 1 3 -0.8 1.170533116173871 0.21477989669224268 7.800646640386128 1 0 0
66 1 2 1.2 14.518626797494207 14.361554432405315 7.26178443111589 -1 -1 0
65 1 2 1.2 14.54510864283592 14.43204252252179 0.2488581839215556 -1 -1 0
177 1 3 -0.8 3.6535696179937447 14.409609158868783 2.446544753257246 0 -1 0
171 1 3 -0.8 2.482440747820165 1.1554461511470362 4.1677282869937295 0 1 0
120 1 3 -0.8 14.053108355628382 7.6615707518529135 1.5267369276313936 0 0 1
33 1 1 1 0.9455501938002867 8.672221104227841 4.83591130723722 0 -1 0
27 1 1 1 5.145812950327612 13.19069307644965 6.0567679255801 0 0 0
41 1 1 1 6.142042085165924 9.709737218692156 6.103668291486028 0 0 0
185 1 3 -0.8 3.951896377285201 8.407130010990423 3.2774360817608326 0 0 0
3 1 1 1 1.5468497979417053 9.535198413991896 1.138611569279712 0 0 0
11 1 1 1 5.16585530146497 13.126034012603736 1.1894859750223548 0 0 0
51 1 1 1 4.519445892991463 9.60650715960717 2.101470462364342 0 0 0
159 1 3 -0.8 6.609942036618115 11.316739058914628 4.913879711981755 0 0 0
56 1 1 1 1.9333185450290882 7.626525830000389 9.07276978294793 1 0 0
79 1 2 1.2 6.834749642517238 11.55462114463466 3.43803678954974 0 0 0
151 1 3 -0.8 0.24055659648899277 10.481658394174138 2.161908421702928 1 0 0
212 1 3 -0.8 4.141583736926373 9.958069321694213 0.2862830577537597 0 0 1
211 1 3 -0.8 4.906174125792948 10.280584222105473 7.460474405804524 0 0 0
135 1 3 -0.8 5.71159132949424 10.918512823605694 2.629631795627169 0 0 0
100 1 3 -0.8 0.5520253589040859 7.620972571504548 8.387474579425973 0 0 0
147 1 3 -0.8 6.763554065500983 13.027396999226655 3.2563443438199564 0 0 0
143 1 3 -0.8 1.4139957231412783 11.84714051614235 3.865493388959657 1 0 0
97 1 3 -0.8 13.743477393588824 13.136263041713907 0.023537383592665294 -1 -1 0
196 1 3 -0.8 3.434782227463711 12.160835871166746 7.026732620869911 0 0 0
128 1 3 -0.8 7.5109079014219935 13.671256093287408 14.58015747225095 0 0 0
48 1 1 1 13.117845700896428 8.791728159125977 2.6386206233567995 0 0 1
139 1 3 -0.8 8.19545349153965 11.001392980340587 3.0530581980380913 0 0 0
155 1 3 -0.8 13.685841045975328 12.246537906773007 3.3185999676200924 -1 0 0
75 1 2 1.2 0.09792833497367308 11.12622668730182 3.4489678456344355 0 0 0
102 1 3 -0.8 6.313229291543911 14.341493472317834 6.705065328127965 0 -1 0
131 1 3 -0.8 14.395601700514481 10.182365813730444 4.520261320096604 -1 0 0
37 1 1 1 9.82726482475863 14.054725148022744 5.374219552619699 0 -1 0
165 1 3 -0.8 9.73156178373898 0.28259421339104 2.8663256531525896 0 0 0
191 1 3 -0.8 11.367318814363868 13.303814177702947 2.3506978469360043 0 0 0
87 1 2 1.2 10.972839918367525 7.62664186434592 3.8632661162348203 0 0 0
5 1 1 1 13.700995828909855 13.660256223617141 4.6168322375311055 0 -1 0
189 1 3 -0.8 9.552745070660372 7.9701239232254215 3.3860615220875605 0 0 0
7 1 1 1 9.945964788439301 10.260098300739752 2.726201725166348 0 0 0
23 1 1 1 12.692971487194772 9.371835166486782 5.806156486302372 0 0 0
47 1 1 1 10.35228078503849 0.9710959684709477 14.338649349153405 0 1 -1
38 1 1 1 12.66939834897443 12.332907720191603 1.758414156197212 0 -1 1
199 1 3 -0.8 11.665960155757215 10.19358930203923 1.409909603094889 0 0 0
